ins,additive_name,food_category_code,food_category,max_level,limit_type,note,page
,"HYDROXYBEN
ZOATES,
PARA-",12.3,Vinegars,100 mg/kg,numeric,,270
1201,"Polyvinylpyrrolid
one",12.3,Vinegars,40 mg/kg,numeric,,270
,SULFITES,12.3,Vinegars,100 mg/kg,numeric,,270
,ASCORBYL,12.4,Mustards,500 mg/kg,numeric,,270
,"ETHYLENE
DIAMINE
TETRA
ACETATES
(EDTA)",12.4,Mustards,50 mg/kg,numeric,,270
950,"Acesulfame
potassium",12.4,Mustards,350 mg/kg,numeric,,270
129,Allura red AC,12.4,Mustards,100 mg/kg,numeric,,270
951,Aspartame,12.4,Mustards,350 mg/kg,numeric,191,270
,BENZOATES,12.4,Mustards,"1,000 mg/kg",numeric,,270
133,"Brilliant blue
FCF",12.4,Mustards,100 mg/kg,numeric,,270
,"CAROTENOID
S",12.4,Mustards,300 mg/kg,numeric,,270
,"CHLOROPHYL
LS AND
CHLOROPHYL
LINS, COPPER
COMPLEXES",,,500 mg/kg,numeric,,271
150c,"Caramel III -
ammonia caramel",,,"50,000 mg/kg",numeric,,271
150d,"Caramel IV –
sulfiteammonia
caramel",,,"50,000 mg/kg",numeric,,271
,"beta-Carotenes,
vegetable",,,"1,000 mg/kg",numeric,,271
472e,"Diacetyltartaric
and fatty acid
esters of glycerol",,,"10,000 mg/kg",numeric,,271
,"ETHYLENE
DIAMINE
TETRA
ACETATES",,,75 mg/kg,numeric,,271
163(ii),"Grape skin
extract",,,200 mg/kg,numeric,,271
,"HYDROXYBEN
ZOATES,
PARA-",,,300 mg/kg,numeric,,271
132,"Indigotine (Indigo
carmine)",,,100 mg/kg,numeric,,271
961,Neotame,,,12 mg/kg,numeric,,271
124,Ponceau 4R,,,100 mg/kg,numeric,,271
,RIBOFLAVINS,,,300 mg/kg,numeric,,271
,SACCHARINS,,,320 mg/kg,numeric,,271
,SORBATES,,,"1,000 mg/kg",numeric,,271
,SULFITES,,,250 mg/kg,numeric,,272
955,"Sucralose
(Trichlorogalacto
sucrose)",,,140 mg/kg,numeric,,272
110,"Sunset yellow
FCF",,,100 mg/kg,numeric,,272
319,"Tertiary
butylhydroquinon
e (TBHQ)",,,200 mg/kg,numeric,,272
,"ASCORBYL
ESTERS",12.5,"Soups and
broths",200 mg/kg,numeric,,272
950,"Acesulfame
potassium",12.5,"Soups and
broths",110 mg/kg,numeric,,272
129,Allura red AC,12.5,"Soups and
broths",100 mg/kg,numeric,,272
951,Aspartame,12.5,"Soups and
broths","1,200 mg/kg",numeric,,272
,BENZOATES,12.5,"Soups and
broths",500 mg/kg,numeric,,272
,Brilliant blue,12.5,"Soups and
broths",100 mg/kg,numeric,,272
320,Butylated,12.5,"Soups and
broths",200 mg/kg,numeric,"15, 130",272
321,Butylated,12.5,"Soups and
broths",100 mg/kg,numeric,"15,
130,340",272
,"CAROTENOID
S",12.5,"Soups and
broths",300 mg/kg,numeric,,272
,"CHLOROPHYL
LS AND",12.5,"Soups and
broths",400 mg/kg,numeric,,272
150c,"Caramel III -
ammonia caramel",,,"25,000 mg/kg",numeric,,273
150d,"Caramel IV –
sulfiteammonia
caramel",,,"25,000 mg/kg",numeric,,273
,"beta-Carotenes,
vegetable",,,"1,000 mg/kg",numeric,,273
472e,"Diacetyltartaric
and fatty acid
esters of glycerol",,,"5,000 mg/kg",numeric,,273
163(ii),"Grape skin
extract",,,500 mg/kg,numeric,,273
,IRON OXIDES,,,100 mg/kg,numeric,,273
132,Indigotine (Indigo,,,100 mg/kg,numeric,,273
961,Neotame,,,20 mg/kg,numeric,,273
,PHOSPHATES,,,"1,500 mg/kg",numeric,,273
310,Propyl gallate,,,200 mg/kg,numeric,,273
,RIBOFLAVINS,,,GMP,gmp,,273
,SACCHARINS,,,110 mg/kg,numeric,,273
,SORBATES,,,"1,000 mg/kg",numeric,,273
955,"Sucralose
(Trichlorogalacto
sucrose)",,,600 mg/kg,numeric,,273
474,Sucroglycerides,,,"2,000 mg/kg",numeric,,273
110,Sunset yellow,,,100 mg/kg,numeric,,273
319,Tertiary,,,200 mg/kg,numeric,,273
900a,Polydimethylsilo,,,10 mg/kg,numeric,,274
,POLYSORBAT,,,"1,000 mg/kg",numeric,,274
124,Ponceau 4R,,,50 mg/kg,numeric,,274
334,Tartaric acid,,,GMP,gmp,,274
100,Curcumin,,,GMP,gmp,,274
161g,Canthaxanthin,,,GMP,gmp,,274
160b,Annatto,,Annatto,GMP,gmp,,274
,Saffron,,Annatto,GMP,gmp,,274
220,Sulphur dioxide,,Annatto,150 mg/kg,numeric,,274
133,"Brilliant blue
FCF",12.5.1,"Ready-to-eat
soups and
broths
including
canned,
bottled, and
frozen",50 mg/kg,numeric,,274
132,"Indigotine (Indigo
carmine)",12.5.1,"Ready-to-eat
soups and
broths
including
canned,
bottled, and
frozen",50 mg/kg,numeric,,274
243,"Lauric arginate
ethyl ester",12.5.1,"Ready-to-eat
soups and
broths
including
canned,
bottled, and
frozen",200 mg/kg,numeric,,274
,RIBOFLAVINS,12.5.1,"Ready-to-eat
soups and
broths
including
canned,
bottled, and
frozen",200 mg/kg,numeric,,274
110,"Sunset yellow
FCF",12.5.1,"Ready-to-eat
soups and
broths
including
canned,
bottled, and
frozen",50 mg/kg,numeric,,274
,CAROTENOID,12.5.2,"Mixes for
soups and
broths",200 mg/kg,numeric,,274
,CHLOROPHYL,12.5.2,"Mixes for
soups and
broths",GMP,gmp,,274
161g,Canthaxanthin,12.5.2,"Mixes for
soups and
broths",GMP,gmp,,274
960,Steviol glycosides,,,50 mg/kg,numeric,,275
132,"Indigotine (Indigo
carmine)",,,50 mg/kg,numeric,,275
243,"Lauric arginate
ethyl ester",,,200 mg/kg,numeric,127,275
554,Sodium,,,570 mg/kg,numeric,6,275
955,Sucralose,,,50 mg/kg,numeric,,275
220,Sulphur dioxide,,Sulphur dioxide,350 mg/kg,numeric,,275
334,Tartaric acid,,Sulphur dioxide,"1,500 mg/kg",numeric,,275
100,Curcumin,,Sulphur dioxide,GMP,gmp,,275
950,"Acesulfame
potassium",12.6,"Sauces and
like products","1,000 mg/kg",numeric,,275
132,Indigotine (indigo,12.6,"Sauces and
like products",100 mg/kg,numeric,,275
129,Allura red AC,12.6,Allura red AC,100 mg/kg,numeric,,275
320,Butylated,12.6,Allura red AC,200 mg/kg,numeric,"15, 130",275
321,Butylated,12.6,Allura red AC,100 mg/kg,numeric,"15, 130",275
,BENZOATES,,,"1,000 mg/kg",numeric,,276
133,Brilliant blue,,,100 mg/kg,numeric,,276
,CAROTENOID,,,500 mg/kg,numeric,,276
,CHLOROPHYL,,,100 mg/kg,numeric,,276
161g,Canthaxanthin,,,30 mg/kg,numeric,,276
150c,Caramel III -,,,"50,000 mg/kg",numeric,,276
150d,Caramel IV –,,,"30,000 mg/kg",numeric,,276
314,Guaiac resin,,,600 mg/kg,numeric,,276
,HYDROXYBEN,,,"1,000 mg/kg",numeric,,276
,IRON OXIDES,,,75 mg/kg,numeric,,276
,PHOSPHATES,,,300 mg/kg,numeric,,276
124,Ponceau 4R,,,50 mg/kg,numeric,,276
310,Propyl gallate,,,200 mg/kg,numeric,,276
,RIBOFLAVINS,,,350 mg/kg,numeric,,276
,SACCHARINS,,,160 mg/kg,numeric,,276
,SULFITES,,,300 mg/kg,numeric,,276
955,"Sucralose
(Trichlorogalacto
sucrose)",,,450 mg/kg,numeric,,276
474,Sucroglycerides,,,"10,000 mg/kg",numeric,,276
110,"Sunset yellow
FCF",,,100 mg/kg,numeric,,277
319,Tertiary,,,200 mg/kg,numeric,,277
,L-Tartaric acid,,,GMP,gmp,,277
,Dimethyl,,,GMP,gmp,,277
405,Propylene,,,200 mg/kg,numeric,,277
,ASCORBYL,12.6.1,"Emulsified
sauces and
dips (e.g.
mayonnaise,
sald
dressings,
onion dips)",500 mg/kg,numeric,"10, 15",277
,"beta-Carotenes,",12.6.1,"Emulsified
sauces and
dips (e.g.
mayonnaise,
sald
dressings,
onion dips)","2,000 mg/kg",numeric,,277
,ETHYLENE,12.6.1,"Emulsified
sauces and
dips (e.g.
mayonnaise,
sald
dressings,
onion dips)",100 mg/kg,numeric,,277
143,Fast green FCF,12.6.1,"Emulsified
sauces and
dips (e.g.
mayonnaise,
sald
dressings,
onion dips)",100 mg/kg,numeric,,277
163(ii),Grape skin,12.6.1,"Emulsified
sauces and
dips (e.g.
mayonnaise,
sald
dressings,
onion dips)",300 mg/kg,numeric,,277
243,Lauric arginate,12.6.1,"Emulsified
sauces and
dips (e.g.
mayonnaise,
sald
dressings,
onion dips)",200 mg/kg,numeric,,277
961,Neotame,12.6.1,"Emulsified
sauces and
dips (e.g.
mayonnaise,
sald
dressings,
onion dips)",65 mg/kg,numeric,,277
,PHOSPHATES,12.6.1,"Emulsified
sauces and
dips (e.g.
mayonnaise,
sald
dressings,
onion dips)","2,200 mg/kg",numeric,,277
,POLYSORBAT,12.6.1,"Emulsified
sauces and
dips (e.g.
mayonnaise,
sald
dressings,
onion dips)","3,000 mg/kg",numeric,,277
,SORBATES,12.6.1,"Emulsified
sauces and
dips (e.g.
mayonnaise,
sald
dressings,
onion dips)","1,000 mg/kg",numeric,,277
,Annatto,12.6.1,Annatto,GMP,gmp,,277
960,Steviol glycosides,12.6.1,Annatto,350 mg/kg,numeric,,277
,Paprika oleoresin,,,GMP,gmp,,278
,ASCORBYL,12.6.2,"Non
emulsified
sauces (e.g
ketchup,
cheese sauce,
cream sauce,
brown gravy)",500 mg/kg,numeric,10,278
,"beta-Carotenes,",12.6.2,"Non
emulsified
sauces (e.g
ketchup,
cheese sauce,
cream sauce,
brown gravy)","2,000 mg/kg",numeric,,278
,ETHYLENE,12.6.2,"Non
emulsified
sauces (e.g
ketchup,
cheese sauce,
cream sauce,
brown gravy)",75 mg/kg,numeric,21,278
163(ii),Grape skin,12.6.2,"Non
emulsified
sauces (e.g
ketchup,
cheese sauce,
cream sauce,
brown gravy)",300 mg/kg,numeric,,278
,Annatto,12.6.2,Annatto,GMP,gmp,,278
960,Steviol glycosides,12.6.2,Annatto,350 mg/kg,numeric,,278
,Paprika oleoresin,12.6.2,Paprika oleoresin,GMP,gmp,,278
243,Lauric arginate,12.6.2,Paprika oleoresin,200 mg/kg,numeric,,278
961,Neotame,12.6.2,Paprika oleoresin,70 mg/kg,numeric,,278
,PHOSPHATES,12.6.2,PHOSPHATES,"2,200 mg/kg",numeric,,278
,POLYSORBAT,12.6.2,PHOSPHATES,"5,000 mg/kg",numeric,,278
,SORBATES,12.6.2,SORBATES,"1,000 mg/kg",numeric,"42,127",278
,"ASCORBYL
ESTERS",12.6.3,"Mixes for
sauces and
gravies",200 mg/kg,numeric,10,278
100,Curcumin,12.6.3,"Mixes for
sauces and
gravies",GMP,gmp,,278
,Annatto,12.6.3,Annatto,GMP,gmp,,278
960,Steviol glycosides,,,350 mg/kg,numeric,,279
,"beta-Carotenes,",,,"2,000 mg/kg",numeric,,279
163(ii),Grape skin,,,300 mg/kg,numeric,,279
961,Neotame,,,12 mg/kg,numeric,,279
,PHOSPHATES,,PHOSPHATES,"2,200 mg/kg",numeric,,279
,POLYSORBAT,,PHOSPHATES,"5,000 mg/kg",numeric,,279
,SORBATES,,PHOSPHATES,"1,000 mg/kg",numeric,,279
554,Sodium,,PHOSPHATES,570 mg/kg,numeric,,279
,ASCORBYL,12.6.4,"Clear sauces ASCORBYL
ESTERS",200 mg/kg,numeric,10,279
951,Aspartame,12.6.4,"Clear sauces ASCORBYL
ESTERS",200 mg/kg,numeric,,279
961,Neotame,12.6.4,"Clear sauces ASCORBYL
ESTERS",12 mg/kg,numeric,,279
,PHOSPHATES,12.6.4,"Clear sauces ASCORBYL
ESTERS","2,200 mg/kg",numeric,,279
,"POLYSORBAT
ES",12.6.4,"Clear sauces ASCORBYL
ESTERS","5,000 mg/kg",numeric,,279
,SORBATES,12.6.4,"Clear sauces ASCORBYL
ESTERS","1,000 mg/kg",numeric,,279
960,Steviol glycosides,12.6.4,"Clear sauces ASCORBYL
ESTERS",350 mg/kg,numeric,,279
950,Acesulfame,12.7,"Salads (e.g.
macaroni
salad, potato
salad) and
sandwich
spreads
excluding
cocoa-and
nut-based",350 mg/kg,numeric,,279
,ASCORBYL,12.7,"Salads (e.g.
macaroni
salad, potato
salad) and
sandwich
spreads
excluding
cocoa-and
nut-based",200 mg/kg,numeric,10,279
951,Aspartame,12.7,"Salads (e.g.
macaroni
salad, potato
salad) and
sandwich
spreads
excluding
cocoa-and
nut-based",350 mg/kg,numeric,,279
,BENZOATES,12.7,"Salads (e.g.
macaroni
salad, potato
salad) and
sandwich
spreads
excluding
cocoa-and
nut-based","1,500 mg/kg",numeric,,279
,CAROTENOID,12.7,"Salads (e.g.
macaroni
salad, potato
salad) and
sandwich
spreads
excluding
cocoa-and
nut-based",50 mg/kg,numeric,,279
150c,Caramel III -,12.7,"Salads (e.g.
macaroni
salad, potato
salad) and
sandwich
spreads
excluding
cocoa-and
nut-based","50,000 mg/kg",numeric,,279
150d,Caramel IV –,,,"50,000 mg/kg",numeric,,280
,"beta-Carotenes,",,,"1,000 mg/kg",numeric,,280
,ETHYLENE,,,100 mg/kg,numeric,,280
163(ii),Grape skin,,,"1,500 mg/kg",numeric,,280
243,Lauric arginate,,,200 mg/kg,numeric,,280
961,Neotame,,,33 mg/kg,numeric,,280
,POLYSORBAT,,,"2,000 mg/kg",numeric,,280
124,Ponceau 4R,,,100 mg/kg,numeric,,280
,SACCHARINS,,,200 mg/kg,numeric,,280
,SORBATES,,,"1,500 mg/kg",numeric,,280
960,Steviol glycosides,,,115 mg/kg,numeric,,280
955,"Sucralose
(Trichlorogalacto
sucrose)",,,"1,250 mg/kg",numeric,,280
320,"Butylated
hydroxyanisole
(BHA)",12.8,"Yeast and
like products",200 mg/kg,numeric,15,280
491,"Sorbitan
monostearate",12.8,"Yeast and
like products","10,000 mg/kg",numeric,,280
,PHOSPHATES,12.9,"Soybean-
based
seasonings
and
condiments","1,200 mg/kg",numeric,,281
,RIBOFLAVINS,12.9.1,"Fermented
soybean
paste",30 mg/kg,numeric,,281
,SACCHARINS,12.9.1,"Fermented
soybean
paste",200 mg/kg,numeric,,281
,SORBATES,12.9.1,"Fermented
soybean
paste","1,000 mg/kg",numeric,,281
,"BENZOATES
[This amendment",12.9.2,"Soybean
sauce",750 mg/kg,numeric,,281
150c,"Caramel III -
ammonia caramel",12.9.2.1,"Fermented
soybean
sauce","20,000 mg/kg",numeric,207,281
150d,"Caramel IV –
sulfiteammonia
caramel",12.9.2.1,"Fermented
soybean
sauce","60,000 mg/kg",numeric,,281
,SACCHARINS,12.9.2.1,"Fermented
soybean
sauce",500 mg/kg,numeric,,281
,SORBATES,12.9.2.1,"Fermented
soybean
sauce","1,000 mg/kg",numeric,42,281
960,Steviol glycosides,12.9.2.1,"Fermented
soybean
sauce",30 mg/kg,numeric,26,281
150c,"Caramel III -
ammonia caramel",12.9.2.2,"Non-
fermented
soybean
sauce","1,500 mg/kg",numeric,,281
960,Steviol glycosides,12.9.2.2,"Non-
fermented
soybean
sauce",165 mg/kg,numeric,26,281
150c,"Caramel III -
ammonia caramel",12.9.2.3,"Other
soybean
sauces","20,000 mg/kg",numeric,,281
,SORBATES,12.9.2.3,"Other
soybean
sauces","1,000 mg/kg",numeric,42,281
960,Steviol glycosides,12.9.2.3,"Other
soybean
sauces",165 mg/kg,numeric,26,281
300,"Ascorbic acid,",14.1.2.1,"Fruit juices
(fruit juices for
industrial use,
thermally
processed fruits
juices) Fruit juices",GMP,gmp,,284
302,Calcium,14.1.2.1,"industrial use,",GMP,gmp,,284
290,Carbon dioxide,14.1.2.1,processed fruits,GMP,gmp,69,284
,BENZOATES,14.1.2.1,juices),"1,000 mg/kg",numeric,"91,13",284
330,Citric acid,14.1.2.1,juices),GMP,gmp,,284
296,"Malic acid, DL-",14.1.2.1,juices),GMP,gmp,115,284
941,Nitrogen,14.1.2.1,juices),GMP,gmp,,284
,PHOSPHATES,14.1.2.1,juices),"1,000 mg/kg",numeric,"40, 33",284
440,Pectins,14.1.2.1,juices),GMP,gmp,35,284
,SORBATES,14.1.2.1,juices),"1,000 mg/kg",numeric,"91,42",284
,SULFITES,14.1.2.1,SULFITES,50 mg/kg,numeric,44,284
301,Sodium,,,GMP,gmp,,285
,TARTRATES,,,"4,000 mg/kg",numeric,45,285
400,Alginic acid,,,GMP,gmp,,285
401,Sodium alginate,,,GMP,gmp,,285
404,Calcium alginate,,,GMP,gmp,,285
405,Propylene glycol,,,GMP,gmp,,285
414,Gum arabic,,,GMP,gmp,,285
402,Potassium,,,GMP,gmp,,285
440,Pectins,,,GMP,gmp,,285
,445(iii,,Glycerol ester,100 mg/kg,numeric,,285
400,Alginic acid,,Glycerol ester,GMP,gmp,,285
418,Gellan gum,,Glycerol ester,GMP,gmp,,285
260,Acetic acid,,Glycerol ester,GMP,gmp,,285
270,Lactic acid,,Glycerol ester,GMP,gmp,,285
334,L-Tartaric acid,,Glycerol ester,GMP,gmp,,285
918,Nitrogen,,Glycerol ester,GMP,gmp,,285
290,Carbon dioxide,,Glycerol ester,GMP,gmp,,285
300,"Ascorbic acid,",14.1.2.2,"Vegetable
juices(vegetable
juices for
industrial use,
thermally
processed
vegetable
juices,
thermally
processed
tomato juice)",GMP,gmp,,285
330,Citric acid,14.1.2.2,"Vegetable
juices(vegetable
juices for
industrial use,
thermally
processed
vegetable
juices,
thermally
processed
tomato juice)",GMP,gmp,,285
290,Carbon dioxide,14.1.2.2,"Vegetable
juices(vegetable
juices for
industrial use,
thermally
processed
vegetable
juices,
thermally
processed
tomato juice)",GMP,gmp,,285
296,"Malic acid, DL-",14.1.2.2,"Vegetable
juices(vegetable
juices for
industrial use,
thermally
processed
vegetable
juices,
thermally
processed
tomato juice)",GMP,gmp,,285
,SULFITES,14.1.2.2,SULFITES,50 mg/kg,numeric,44,285
270,Lactic acid,,,GMP,gmp,,286
400,Alginic acid,,,GMP,gmp,,286
334,L-Tartaric acid,,,GMP,gmp,,286
,PHOSPHATES,,,GMP,gmp,33,286
955,Sucralose,,,250 mg/kg,numeric,,286
941,Nitrogen,,,GMP,gmp,,286
,TOCOPHERO,,,GMP,gmp,,286
260,Acetic acid,,,GMP,gmp,,286
,BENZOATES,,,600 mg/kg,numeric,13,286
220,Sulphur,,,"1,000 mg/kg",numeric,,286
300,"Ascorbic acid,",14.1.2.3,"Concentrates of
fruitjuices
(concentrated
fruit juices for
industrial use)",GMP,gmp,127,286
260,Acetic acid,14.1.2.3,"Concentrates of
fruitjuices
(concentrated
fruit juices for
industrial use)",GMP,gmp,,286
,BENZOATES,14.1.2.3,BENZOATES,"1,000 mg/kg",numeric,"13, 127,",286
302,Calcium,14.1.2.3,BENZOATES,GMP,gmp,127,286
290,Carbon dioxide,14.1.2.3,BENZOATES,GMP,gmp,"69, 127",286
330,Citric acid,14.1.2.3,BENZOATES,GMP,gmp,127,286
296,"Malic acid, DL-",14.1.2.3,BENZOATES,GMP,gmp,127,286
270,Lactic acid,14.1.2.3,BENZOATES,GMP,gmp,127,286
,PHOSPHATES,14.1.2.3,PHOSPHATES,"1,000 mg/kg",numeric,"127, 33,",286
440,Pectins,14.1.2.3,PHOSPHATES,GMP,gmp,"35, 127",286
,SORBATES,,,"1,000 mg/kg",numeric,"127, 91,",287
,SULFITES,,,50 mg/kg,numeric,"44, 127",287
301,Sodium,,,GMP,gmp,127,287
,TARTRATES,,TARTRATES,"4,000 mg/kg",numeric,"129, 128,",287
900a,Dimethyl,,TARTRATES,10 mg/kg,numeric,,287
471,Mono-and,,TARTRATES,10 mg/kg,numeric,,287
918,Nitrogen,,TARTRATES,GMP,gmp,,287
400,Alginic acid,,TARTRATES,GMP,gmp,,287
260,Acetic acid,,TARTRATES,GMP,gmp,,287
300,"Ascorbic acid,",14.1.2.4,"Concentrates of
vegetable juices
(concentrated
vegetable
Juices for
industrial use)",GMP,gmp,,287
330,Citric acid,14.1.2.4,"Concentrates of
vegetable juices
(concentrated
vegetable
Juices for
industrial use)",GMP,gmp,,287
955,Sucralose,14.1.2.4,"Concentrates of
vegetable juices
(concentrated
vegetable
Juices for
industrial use)","1,250 mg/kg",numeric,127,287
270,Lactic acid,14.1.2.4,"Concentrates of
vegetable juices
(concentrated
vegetable
Juices for
industrial use)",GMP,gmp,,287
900a,Dimethylpolysil,14.1.2.4,"Concentrates of
vegetable juices
(concentrated
vegetable
Juices for
industrial use)",10 mg/kg,numeric,127,287
471,Mono-and,14.1.2.4,"Concentrates of
vegetable juices
(concentrated
vegetable
Juices for
industrial use)",10 mg/kg,numeric,127,287
941,Nitrogen,14.1.2.4,Nitrogen,GMP,gmp,,287
290,Carbon dioxide,14.1.2.4,Nitrogen,GMP,gmp,,287
296,Malic acid – DL,14.1.2.4,Nitrogen,GMP,gmp,,287
,SULFITES,14.1.2.4,SULFITES,50 mg/kg,numeric,"44, 127",287
400,Alginic acid,,,GMP,gmp,,288
260,Acetic acid,,,GMP,gmp,,288
,BENZOATES,,,600 mg/kg,numeric,13,288
,SORBATES,,,100 mg/kg,numeric,"42,127",288
960,Steviol,14.1.3,"Fruit and Steviol
glycosides",200 mg/kg,numeric,26,288
950,Acesulfame,14.1.3.1,Fruit nectar Fruit nectar,350 mg/kg,numeric,188,288
300,"Ascorbic acid,",14.1.3.1,Fruit nectar Fruit nectar,GMP,gmp,,288
951,Aspartame,,,600 mg/kg,numeric,191,289
302,Calcium,,,GMP,gmp,,289
,BENZOATES,,,"1,000 mg/kg",numeric,"91, 13",289
290,Carbon dioxide,,,GMP,gmp,69,289
330,Citric acid,,,GMP,gmp,,289
296,"Malic acid, DL-",,,GMP,gmp,,289
,PHOSPHATES,,,"1,000 mg/kg",numeric,"40,33",289
440,Pectins,,,GMP,gmp,,289
,SACCHARINS,,,80 mg/kg,numeric,,289
301,Sodium,,,GMP,gmp,,289
,SORBATES,,,"1,000 mg/kg",numeric,"42, 91",289
,SULFITES,,,70 mg/kg,numeric,44,289
955,Sucralose,,,300 mg/kg,numeric,,289
,TARTRATES,,,"4,000 mg/kg",numeric,"128, 45",289
400,Alginic acid,,,GMP,gmp,,289
401,Sodium alginate,,,GMP,gmp,,289
404,Calcium alginate,,,GMP,gmp,,289
405,Propylene glycol,,,GMP,gmp,,289
140,Chlorophylls,,,100 mg/kg,numeric,,289
150a,Caramel,,,100 mg/kg,numeric,,289
100,Curcumin,,,100 mg/kg,numeric,,289
,"beta-Carotenes,",,,100 mg/kg,numeric,,289
,CAROTENOI,,,100 mg/kg,numeric,,289
161g,Canthaxanthin,,,100 mg/kg,numeric,,289
,RIBOFLAVIN,,,100 mg/kg,numeric,,289
,Annatto,,Annatto,100 mg/kg,numeric,,289
,Saffron,,Annatto,GMP,gmp,,289
950,Acesulfame,14.1.3.2,"Vegetable
nectar",350 mg/kg,numeric,188,290
300,"Ascorbic acid,",14.1.3.2,"Vegetable
nectar",GMP,gmp,,290
951,Aspartame,14.1.3.2,"Vegetable
nectar",600 mg/kg,numeric,191,290
,BENZOATES,14.1.3.2,"Vegetable
nectar",120 mg/kg,numeric,13,290
330,Citric acid,14.1.3.2,"Vegetable
nectar",GMP,gmp,,290
100,Curcumin,14.1.3.2,"Vegetable
nectar",100 mg/kg,numeric,,290
296,"Malic acid, DL-",14.1.3.2,"Vegetable
nectar",GMP,gmp,,290
961,Neotame,14.1.3.2,"Vegetable
nectar",65 mg/kg,numeric,,290
440,Pectins,14.1.3.2,"Vegetable
nectar",GMP,gmp,,290
,SACCHARINS,14.1.3.2,"Vegetable
nectar",80 mg/kg,numeric,,290
,Saffron,14.1.3.2,"Vegetable
nectar",GMP,gmp,,290
,SORBATES,14.1.3.2,"Vegetable
nectar",300 mg/kg,numeric,42,290
955,Sucralose,14.1.3.2,"Vegetable
nectar",300 mg/kg,numeric,,290
400,Alginic acid,14.1.3.2,"Vegetable
nectar",GMP,gmp,,290
140,Chlorophylls,14.1.3.2,"Vegetable
nectar",100 mg/kg,numeric,,290
150a,Caramel,14.1.3.2,"Vegetable
nectar",100 mg/kg,numeric,,290
,"beta-Carotenes,",14.1.3.2,"Vegetable
nectar",100 mg/kg,numeric,,290
,CAROTENOI,14.1.3.2,"Vegetable
nectar",100 mg/kg,numeric,,290
161g,Canthaxanthin,14.1.3.2,"Vegetable
nectar",100 mg/kg,numeric,,290
,RIBOFLAVIN,14.1.3.2,"Vegetable
nectar",100 mg/kg,numeric,,290
,Annatto,14.1.3.2,Annatto,100 mg/kg,numeric,,290
,SULPHITES,14.1.3.2,Annatto,70 mg/kg,numeric,44,290
452(i),Sodium,14.1.3.2,Annatto,"1,000 mg/kg",numeric,,290
334,Tartaric acid,14.1.3.2,Annatto,GMP,gmp,,290
950,Acesulfame,14.1.3.3,Concentrates of,350 mg/kg,numeric,"188, 127",290
300,"Ascorbic acid,",,,GMP,gmp,127,291
400,Alginic acid,,,GMP,gmp,,291
401,Sodium alginate,,,GMP,gmp,,291
404,Calcium alginate,,,GMP,gmp,,291
405,Propylene glycol,,,GMP,gmp,,291
951,Aspartame,,,600 mg/kg,numeric,"191, 127",291
,BENZOATES,,,"1,000 mg/kg",numeric,"13,91,127",291
302,Calcium,,,GMP,gmp,127,291
290,Carbon dioxide,,,GMP,gmp,"69, 127",291
330,Citric acid,,,"5,000 mg/kg",numeric,127,291
296,"Malic acid, DL-",,,GMP,gmp,127,291
,Lecithins,,Lecithins,GMP,gmp,,291
,PHOSPHATES,,Lecithins,"1,000 mg/kg",numeric,"40, 33, 12",291
440,Pectins,,Lecithins,GMP,gmp,127,291
,SACCHARINS,,Lecithins,80 mg/kg,numeric,127,291
,SORBATES,,SORBATES,"1,000 mg/kg",numeric,"127, 91,",291
301,Sodium,,SORBATES,GMP,gmp,127,291
955,Sucralose,,SORBATES,300 mg/kg,numeric,127,291
,SULFITES,,SORBATES,50 mg/kg,numeric,"44, 127",291
,TARTRATES,,TARTRATES,"4,000 mg/kg",numeric,"45,127",291
950,Acesulfame,14.1.3.4,"Concentrates of
vegetable
nectar",350 mg/kg,numeric,"127,188",291
300,"Ascorbic acid,",14.1.3.4,"Concentrates of
vegetable
nectar",GMP,gmp,,291
951,Aspartame,14.1.3.4,"Concentrates of
vegetable
nectar",600 mg/kg,numeric,127,291
,BENZOATES,14.1.3.4,"Concentrates of
vegetable
nectar",600 mg/kg,numeric,"13,127",291
330,Citric acid,14.1.3.4,"Concentrates of
vegetable
nectar",GMP,gmp,,291
296,"Malic acid, DL-",14.1.3.4,"Concentrates of
vegetable
nectar",GMP,gmp,,291
961,Neotame,,,65 mg/kg,numeric,127,292
440,Pectins,,,GMP,gmp,,292
,SULFITES,,,50 mg/kg,numeric,"127, 44",292
955,"Sucralose
(Trichlorogalact
osucrose)",,,300 mg/kg,numeric,127,292
,"ASCORBYL
ESTERS",14.1.4,"Water-based
flavoured
drinks,
including
“sport,”“energ
y,” or
“electrolyte”
drinks and
particulated
drinks, includes
carbonated
fruit beverages,
carbonated
beverages with
fruit Water-based","1,000 mg/kg",numeric,"15, 10",292
950,"Acesulfame
potassium",14.1.4,"drinks,",600 mg/kg,numeric,188,292
129,Allura red AC,14.1.4,"drinks,",100 mg/kg,numeric,127,292
,Anthocyanins,14.1.4,"drinks,",GMP,gmp,,292
951,Aspartame,14.1.4,"drinks,",600 mg/kg,numeric,191,292
,BENZOATES,14.1.4,"drinks,",600 mg/kg,numeric,"13, 301,1
23",292
901,Beeswax,14.1.4,"drinks,",200 mg/kg,numeric,131,292
133,"Brilliant blue
FCF",14.1.4,"drinks,",100 mg/kg,numeric,,292
,"CAROTENOI
DS",14.1.4,"drinks,",100 mg/kg,numeric,,292
