ins,additive_name,food_category_code,food_category,max_level,limit_type,note,page
955,Sucralose,,,400 mg/kg,numeric,,136
334,"Tartaric acid, L",,,GMP,gmp,,136
304,Ascorbyl,,,200 mg/kg,numeric,,136
110,Sunset yellow,,,100 mg/kg,numeric,,136
319,TBHQ,,,200 mg/kg,numeric,,136
,TOCOPHER,,,GMP,gmp,,136
960,Steviol,,,330 mg/kg,numeric,26,136
950,Acesulfame,,,500 mg/kg,numeric,188,136
129,Allura red AC,4.1.2.7,Candied /,100 mg/kg,numeric,,136
160b,Annatto,4.1.2.7,glazed /,200 mg/kg,numeric,,136
951,Aspartame,,"crystallised
fruit including
murrabba* crystallised","2,000 mg/kg",numeric,191,137
,BENZOATES,,fruit including,"1,000 mg/kg",numeric,13,137
133,Brilliant blue,,murrabba*,200 mg/kg,numeric,,137
161g,Canthaxanthin,,murrabba*,200 mg/kg,numeric,,137
,CAROTENOI,,murrabba*,200 mg/kg,numeric,,137
,CHLOROPH,,murrabba*,250 mg/kg,numeric,,137
150c,Caramel III -,,murrabba*,200 mg/kg,numeric,,137
150d,Caramel IV -,,murrabba*,"7,500 mg/kg",numeric,,137
160a(ii),"beta-Carotenes,",,murrabba*,"1,000 mg/kg",numeric,,137
100,Curcumin,,murrabba*,200 mg/kg,numeric,,137
472e,Diacetyltartaric,,murrabba*,"1,000 mg/kg",numeric,,137
127,Erythrosine,,murrabba*,100 mg/kg,numeric,,137
143,Fast green FCF,,murrabba*,200 mg/kg,numeric,,137
163(ii),Grape skin,,murrabba*,"1,000 mg/kg",numeric,,137
,HYDROXYB,,,"1,000 mg/kg",numeric,27,138
,IRON,,,250 mg/kg,numeric,,138
132,Indigotine,,,200 mg/kg,numeric,,138
961,Neotame,,,65 mg/kg,numeric,,138
,PHOSPHATE,,,10 mg/kg,numeric,33,138
124,Ponceau 4R,,,200 mg/kg,numeric,,138
,RIBOFLAVI,,,300 mg/kg,numeric,,138
,SORBATES,,,500 mg/kg,numeric,42,138
955,Sucralose,,,800 mg/kg,numeric,,138
110,Sunset yellow,,,200 mg/kg,numeric,,138
102,Tartrazine,,,200 mg/kg,numeric,,138
950,Acesulfame,,,500 mg/kg,numeric,188,138
334,Tartaric acid,,,GMP,gmp,,138
950,Acesulfame,4.1.2.8,Fruit,350 mg/kg,numeric,188,138
129,Allura red AC,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit",100 mg/kg,numeric,,139
962,Aspartame-,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit",350 mg/kg,numeric,113,139
951,Aspartame,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit","1,000 mg/kg",numeric,191,139
,Annatto,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit",GMP,gmp,,139
,BENZOATES,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit","1,000 mg/kg",numeric,13,139
133,Brilliant blue,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit",100 mg/kg,numeric,,139
,CAROTENOI,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit",100 mg/kg,numeric,,139
,CHLOROPH,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit",100 mg/kg,numeric,,139
160a(ii),"beta-Carotenes,",,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit",100 mg/kg,numeric,182,139
150c,Caramel III -,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit","7,500 mg/kg",numeric,,139
150d,Caramel IV -,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit","7,500 mg/kg",numeric,,139
100,Curcumin,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit",GMP,gmp,,139
472e,Diacetyltartaric,,"including fruit
pulp, purees,
fruit toppings
and coconut
milk including fruit","2,500 mg/kg",numeric,,139
143,Fast green FCF,,,100 mg/kg,numeric,,140
163(ii),Grape skin,,,500 mg/kg,numeric,,140
,HYDROXYB,,,800 mg/kg,numeric,27,140
132,Indigotine,,,100 mg/kg,numeric,,140
961,Neotame,,,100 mg/kg,numeric,,140
,PHOSPHATE,,,350 mg/kg,numeric,33,140
160c(i),Paprika,,,GMP,gmp,,140
,SORBATES,,,"1,000 mg/kg",numeric,42,140
124,Ponceau 4R,,,50 mg/kg,numeric,,140
477,Propylene,,,"40,000 mg/kg",numeric,,140
,RIBOFLAVI,,,300 mg/kg,numeric,,140
,SACCHARIN,,,200 mg/kg,numeric,,140
,SORBATES,,,"1,000 mg/kg",numeric,42,140
,POLYSORBA,,,"1,000 mg/kg",numeric,154,140
,SULFITES,,,100 mg/kg,numeric,"206, 44",140
960,Steviol,,,330 mg/kg,numeric,26,140
955,Sucralose,,,400 mg/kg,numeric,,141
110,Sunset yellow,,,100 mg/kg,numeric,,141
,SORBITA,,,"5,000 mg/kg",numeric,,141
473,Sucrose esters,,,"1,500 mg/kg",numeric,"348,",141
334,"Tartaric acid, L",4.1.2.9,"Fruit-based
desserts
including
fruit-
flavoured
water-based
desserts",GMP,gmp,,141
,ASCORBYL,4.1.2.9,"Fruit-based
desserts
including
fruit-
flavoured
water-based
desserts",500 mg/kg,numeric,"2, 10",141
950,Acesulfame,4.1.2.9,"Fruit-based
desserts
including
fruit-
flavoured
water-based
desserts",350 mg/kg,numeric,188,141
129,Allura red AC,4.1.2.9,"Fruit-based
desserts
including
fruit-
flavoured
water-based
desserts",100 mg/kg,numeric,,141
951,Aspartame,4.1.2.9,"Fruit-based
desserts
including
fruit-
flavoured
water-based
desserts","1,000 mg/kg",numeric,191,141
962,Aspartame-,4.1.2.9,"Fruit-based
desserts
including
fruit-
flavoured
water-based
desserts",350 mg/kg,numeric,113,141
133,Brilliant blue,4.1.2.9,"Fruit-based
desserts
including
fruit-
flavoured
water-based
desserts",100 mg/kg,numeric,,141
,CAROTENOI,4.1.2.9,"Fruit-based
desserts
including
fruit-
flavoured
water-based
desserts",150 mg/kg,numeric,,141
,CHLOROPH,4.1.2.9,"Fruit-based
desserts
including
fruit-
flavoured
water-based
desserts",150 mg/kg,numeric,,141
161g,Canthaxanthin,,,15 mg/kg,numeric,,142
150c,Caramel III -,,,200 mg/kg,numeric,,142
150d,Caramel IV -,,,"7,500 mg/kg",numeric,,142
160a(ii),"beta-Carotenes,",,,"1,000 mg/kg",numeric,,142
472e,Diacetyltartaric,,,"2,500 mg/kg",numeric,,142
143,Fast green FCF,,,100 mg/kg,numeric,,142
163(ii),Grape skin,,,500 mg/kg,numeric,,142
,HYDROXYB,,,800 mg/kg,numeric,27,142
,IRON,,,200 mg/kg,numeric,,142
132,Indigotine,,,100 mg/kg,numeric,,142
961,Neotame,,,100 mg/kg,numeric,,142
,PHOSPAHTE,,,"1,500 mg/kg",numeric,33,142
,SORBATES,,,"3,000 mg/kg",numeric,,142
900a,Polydimethylsi,,,110 mg/kg,numeric,,142
124,Ponceau 4R,,,50 mg/kg,numeric,,143
310,Propyl gallate,,,90 mg/kg,numeric,"2, 15",143
477,Propylene,,,"40,000 mg/kg",numeric,,143
,RIBOFLAVI,,,300 mg/kg,numeric,,143
,SACCHARIN,,,100 mg/kg,numeric,,143
,SORBATES,,,"1,000 mg/kg",numeric,42,143
,SULFITES,,,100 mg/kg,numeric,44,143
955,Sucralose,,,400 mg/kg,numeric,,143
474,Sucroglyceride,,,"5,000 mg/kg",numeric,,143
110,Sunset yellow,,,50 mg/kg,numeric,,143
960,Steviol,,,350 mg/kg,numeric,26,143
950,Acesulfame,4.1.2.10,"Fermented
fruit products",350 mg/kg,numeric,188,143
951,Aspartame,4.1.2.10,"Fermented
fruit products","1,000 mg/kg",numeric,191,143
,BENZOATES,4.1.2.10,"Fermented
fruit products","1,000 mg/kg",numeric,13,143
,CAROTENOI,4.1.2.10,"Fermented
fruit products",500 mg/kg,numeric,,143
,CHLOROPH,4.1.2.10,"Fermented
fruit products",100 mg/kg,numeric,,143
160a(ii),"beta-Carotenes,",,,200 mg/kg,numeric,,144
472e,Diacetyltartaric,,,"2,500 mg/kg",numeric,,144
,ETHYLENE,,,250 mg/kg,numeric,21,144
163(ii),Grape skin,,,500 mg/kg,numeric,,144
,HYDROXYB,,,800 mg/kg,numeric,27,144
961,Neotame,,,65 mg/kg,numeric,,144
,PHOSPHATE,,,"2,200 mg/kg",numeric,33,144
,RIBOFLAVI,,,500 mg/kg,numeric,,144
900a,Polydimethysil,,,10 mg/kg,numeric,,144
,SACCHARIN,,,160 mg/kg,numeric,,144
,SORBATES,,,"1,000 mg/kg",numeric,42,144
,SULFITES,,,100 mg/kg,numeric,44,144
960,Steviol,,,115 mg/kg,numeric,26,145
955,Sucralose,,,150 mg/kg,numeric,,145
950,Acesulfame,4.1.2.11,"Fruit fillings
for pastries",350 mg/kg,numeric,188,145
129,Allura red AC,4.1.2.11,"Fruit fillings
for pastries",100 mg/kg,numeric,,145
951,Aspartame,4.1.2.11,"Fruit fillings
for pastries","1,000 mg/kg",numeric,191,145
,BENZOATES,4.1.2.11,"Fruit fillings
for pastries","1,000 mg/kg",numeric,13,145
133,Brilliant blue,4.1.2.11,"Fruit fillings
for pastries",100 mg/kg,numeric,,145
,CAROTENOI,4.1.2.11,"Fruit fillings
for pastries",500 mg/kg,numeric,,145
,CHLOROPH,4.1.2.11,"Fruit fillings
for pastries",100 mg/kg,numeric,,145
161g,Canthaxanthin,4.1.2.11,"Fruit fillings
for pastries",15 mg/kg,numeric,,145
150c,Caramel III -,4.1.2.11,"Fruit fillings
for pastries","7,500 mg/kg",numeric,,145
150d,Caramel IV -,4.1.2.11,"Fruit fillings
for pastries","7,500 mg/kg",numeric,,145
160a(ii),"beta-Carotenes,",4.1.2.11,"Fruit fillings
for pastries",100 mg/kg,numeric,,145
,ETHYLENE,,,650 mg/kg,numeric,21,146
143,Fast green FCF,,,100 mg/kg,numeric,,146
163(ii),Grape skin,,,500 mg/kg,numeric,,146
,HYDROXYB,,,800 mg/kg,numeric,27,146
132,Indigotine,,,100 mg/kg,numeric,,146
243,Lauric arginate,,,200 mg/kg,numeric,,146
961,Neotame,,,100 mg/kg,numeric,,146
,PHOSPHATE,,,"1,500 mg/kg",numeric,33,146
,SORBATES,,,"3,000 mg/kg",numeric,,146
124,Ponceau 4R,,,50 mg/kg,numeric,,146
477,Propylene,,,"40,000 mg/kg",numeric,,146
,RIBOFLAVI,,,300 mg/kg,numeric,,146
,SORBATES,,,"1,000 mg/kg",numeric,42,146
,SULFITES,,SULFITES,100 mg/kg,numeric,44,146
955,Sucralose,,SULFITES,400 mg/kg,numeric,,146
110,Sunset yellow,,,100 mg/kg,numeric,,147
960,Steviol,,,330 mg/kg,numeric,26,147
950,Acesulfame,4.1.2.12,Cooked fruit,500 mg/kg,numeric,188,147
951,Aspartame,4.1.2.12,Cooked fruit,"1,000 mg/kg",numeric,191,147
,BENZOATES,4.1.2.12,BENZOATES,"1,000 mg/kg",numeric,13,147
,CHLOROPH,4.1.2.12,BENZOATES,100 mg/kg,numeric,,147
961,Neotame,4.1.2.12,BENZOATES,65 mg/kg,numeric,,147
,SORBATES,4.1.2.12,BENZOATES,"1,200 mg/kg",numeric,42,147
955,Sucralose,4.1.2.12,BENZOATES,150 mg/kg,numeric,,147
902,Candelilla wax,4.2.1.2,"Surface
treated fresh
vegetables
(including
mushrooms
and fungi,
roots and
tubers, fresh
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds Surface",GMP,gmp,79,148
901,Beeswax,4.2.1.2,vegetables,GMP,gmp,79,148
903,Carnauba wax,4.2.1.2,(including,GMP,gmp,79,148
445(iii),Glycerol ester,4.2.1.2,mushrooms,110 mg/kg,numeric,,148
243,Lauric arginate,4.2.1.2,roots and,200 mg/kg,numeric,,148
905c(i),Microcrystallin,4.2.1.2,pulses and,50 mg/kg,numeric,,148
,PHOSPHATE,4.2.1.2,aloe vera) sea,"1,760 mg/kg",numeric,33,148
904,"Shellac,",4.2.1.2,and seeds,GMP,gmp,79,148
243,Lauric arginate,4.2.1.3,"Peeled, cut",200 mg/kg,numeric,,148
,PHOSPHATE,,"minimally
processed
vegetables
[(including
mushrooms
and fungi,
roots and
tubers, fresh
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds)] minimally","5,600 mg/kg",numeric,"33,76",149
301,Sodium,,vegetables,GMP,gmp,,149
,SULFITES,,mushrooms,50 mg/kg,numeric,"44,76,13",149
509,Calcium,,roots and,350 mg/kg,numeric,,149
330,Citric acid,,roots and,GMP,gmp,,149
300,Ascorbic acid,,roots and,GMP,gmp,,149
302,Calcium,,roots and,GMP,gmp,,149
501,Potassium,,roots and,GMP,gmp,,149
260,"Acetic acid,",4.2.2,"Processed
vegetables
(including
mushrooms
and fungi,
roots and
tubers, pulses
and legumes,
and aloe vera)
sea weeds,
nuts and seeds",GMP,gmp,,149
150d,Caramel IV -,4.2.2,"Processed
vegetables
(including
mushrooms
and fungi,
roots and
tubers, pulses
and legumes,
and aloe vera)
sea weeds,
nuts and seeds","50,000 mg/kg",numeric,92,149
300,"Ascorbic acid,",4.2.2,"Processed
vegetables
(including
mushrooms
and fungi,
roots and
tubers, pulses
and legumes,
and aloe vera)
sea weeds,
nuts and seeds",GMP,gmp,110,149
330,Citric acid,4.2.2,Citric acid,GMP,gmp,"242, 262,",149
,ETHYLENE,4.2.2,Citric acid,100 mg/kg,numeric,"21, 110",149
270,"Lactic acid, L-,",,,GMP,gmp,"262, 264",150
296,"Malic acid, dl-",,,GMP,gmp,265,150
,PHOSPHATE,,,"5,000 mg/kg",numeric,"33, 76",150
900a,Polydimethylsi,,,10 mg/kg,numeric,15,150
,SULFITES,,SULFITES,50 mg/kg,numeric,"44, 76,",150
300,"Ascorbic acid,",4.2.2.1,"Frozen
vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds",GMP,gmp,110,150
330,Citric acid,4.2.2.1,Citric acid,GMP,gmp,"242, 262,",150
,ETHYLENE,4.2.2.1,Citric acid,100 mg/kg,numeric,"21, 110",150
270,"Lactic acid, L-,",4.2.2.1,Citric acid,GMP,gmp,"262, 264",150
296,"Malic acid, dl-",4.2.2.1,"Malic acid, dl-",GMP,gmp,265,150
,PHOSPHATE,4.2.2.1,"Malic acid, dl-","5,000 mg/kg",numeric,"33, 76",150
900a,Polydimethylsi,4.2.2.1,"Malic acid, dl-",10 mg/kg,numeric,15,150
,SULFITES,4.2.2.1,SULFITES,50 mg/kg,numeric,"44, 76,",150
509,Calcium,4.2.2.1,SULFITES,GMP,gmp,323,150
516,Calcium,,,GMP,gmp,323,151
,ASCORBYL,4.2.2.2,"Dried
vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds ASCORBYL
ESTERS",80 mg/kg,numeric,10,151
,BENZOATES,4.2.2.2,"Dried
vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds ASCORBYL
ESTERS","1,000 mg/kg",numeric,13,151
320,Butylated,4.2.2.2,"Dried
vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds ASCORBYL
ESTERS",200 mg/kg,numeric,"196, 15,
76",151
321,Butylated,4.2.2.2,"Dried
vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds ASCORBYL
ESTERS",200 mg/kg,numeric,"196, 15,
76",151
161g,Canthaxanthin,4.2.2.2,"Dried
vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds ASCORBYL
ESTERS",10 mg/kg,numeric,,151
472e,Diacetyltartaric,4.2.2.2,"Dried
vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds ASCORBYL
ESTERS","10,000 mg/kg",numeric,,151
,ETHYLENE,4.2.2.2,"Dried
vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds ASCORBYL
ESTERS",800 mg/kg,numeric,"21, 64,
297",151
,PHOSPHATE,4.2.2.2,"Dried
vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds ASCORBYL
ESTERS","5,000 mg/kg",numeric,"33, 76",151
310,Propyl gallate,4.2.2.2,Propyl gallate,50 mg/kg,numeric,"15,",151
,SULFITES,4.2.2.2,Propyl gallate,500 mg/kg,numeric,"44, 105",151
129,Allura red AC,4.2.2.3,"Vegetables
(including
mushrooms Allura red AC",100 mg/kg,numeric,,151
950,Acesulfame,4.2.2.3,"Vegetables
(including
mushrooms Allura red AC",200 mg/kg,numeric,"144, 188",151
523,Aluminium,,,520 mg/kg,numeric,"6,
245,296",152
951,Aspartame,,,300 mg/kg,numeric,"144, 191",152
962,Aspartame-,,,200 mg/kg,numeric,113,152
,BENZOATES,,,"2,000 mg/kg",numeric,13,152
133,Brilliant blue,,,100 mg/kg,numeric,,152
150c,Caramel III -,,,500 mg/kg,numeric,,152
160a(ii),beta -,,,"1,320 mg/kg",numeric,,152
,CAROTENOI,,,50 mg/kg,numeric,,152
472e,Diacetyltartaric,,,"2,500 mg/kg",numeric,,152
,ETHYLENE,,,250 mg/kg,numeric,21,152
143,Fast green FCF,,,100 mg/kg,numeric,,152
163(ii),Grape skin,,,100 mg/kg,numeric,"179, 181",152
,HYDROXYB,,,"1,000 mg/kg",numeric,27,152
132,Indigotine,,,100 mg/kg,numeric,,153
243,Lauric arginate,,,200 mg/kg,numeric,,153
961,Neotame,,,10 mg/kg,numeric,144,153
,PHOSPHATE,,,"2,200 mg/kg",numeric,33,153
900a,Polydimethylsi,,,10 mg/kg,numeric,,153
,RIBOFLAVI,,,500 mg/kg,numeric,,153
,SACCHARIN,,,160 mg/kg,numeric,144,153
,SORBATES,,,1000 mg/kg,numeric,42,153
955,Sucralose,,,400 mg/kg,numeric,,153
,SULFITES,,SULFITES,100 mg/kg,numeric,44,153
579,Ferrous,,SULFITES,150 mg/kg,numeric,"48,23",153
585,Ferrous lactate,,SULFITES,150 mg/kg,numeric,"48,23",153
950,Acesulfame,4.2.2.4,Canned or,200 mg/kg,numeric,188,153
129,Allura red AC,4.2.2.4,(pasteurised),200 mg/kg,numeric,,153
950,Acesulfame,4.2.2.4,or retort,350 mg/kg,numeric,188,153
951,Aspartame,4.2.2.4,vegetables,"1,000 mg/kg",numeric,191,153
133,Brilliant blue,4.2.2.4,(including,200 mg/kg,numeric,,153
150c,Caramel III -,,"and fungi,",200 mg/kg,numeric,,154
160a(ii),"beta-Carotenes,",,pulses and,200 mg/kg,numeric,,154
,CAROTENOI,,aloe vera) sea,200 mg/kg,numeric,,154
,ETHYLENE,,aloe vera) sea,365 mg/kg,numeric,21,154
143,Fast green FCF,,aloe vera) sea,200 mg/kg,numeric,,154
961,Neotame,,aloe vera) sea,33 mg/kg,numeric,,154
,PHOSPHATE,,aloe vera) sea,"2,200 mg/kg",numeric,33,154
900a,Polydimethylsi,,aloe vera) sea,10 mg/kg,numeric,,154
,SACCHARIN,,aloe vera) sea,160 mg/kg,numeric,144,154
,Ascorbic acid,,aloe vera) sea,GMP,gmp,,154
512,Stannous,,aloe vera) sea,25 mg/kg,numeric,43,154
960,Steviol,,aloe vera) sea,70 mg/kg,numeric,26,154
955,Sucralose,,aloe vera) sea,580 mg/kg,numeric,,154
,SULFITES,,aloe vera) sea,50 mg/kg,numeric,44,154
951,Aspartame,4.2.2.5,Vegetables,"1,000 mg/kg",numeric,191,154
950,Acesulfame,,mushrooms,"1,000 mg/kg",numeric,188,155
,BENZOATES,,roots and,"1,000 mg/kg",numeric,13,155
150c,Caramel III -,,"tubers, pulses","50,000 mg/kg",numeric,,155
160a(ii),"beta-Carotenes,",,"sea weeds,","1,000 mg/kg",numeric,,155
,CAROTENOI,,"seeds, purees",50 mg/kg,numeric,,155
,CHLOROPH,,(peanut,100 mg/kg,numeric,62,155
,ETHYLENE,,(peanut,250 mg/kg,numeric,21,155
163(ii),Grape skin,,(peanut,100 mg/kg,numeric,"179, 181",155
,HYDROXYB,,(peanut,"1,000 mg/kg",numeric,27,155
961,Neotame,,(peanut,33 mg/kg,numeric,,155
,PHOSPHATE,,(peanut,"2,200 mg/kg",numeric,"33, 76",155
900a,Polydimethylsi,,Polydimethylsi,10 mg/kg,numeric,,155
,SACCHARIN,,,160 mg/kg,numeric,,156
,SORBATES,,,"1,000 mg/kg",numeric,42,156
960,Steviol,,,330 mg/kg,numeric,26,156
955,Sucralose,,,400 mg/kg,numeric,169,156
,SULFITES,,,500 mg/kg,numeric,"44, 138",156
129,Allura red AC,4.2.2.6,"Vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds-
pulps and
preparations
(e.g vegetable
desserts and
sauces,
candied
vegetables)
other than
food category
4.2.2.5",100 mg/kg,numeric,92,156
950,Acesulfame,4.2.2.6,"Vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds-
pulps and
preparations
(e.g vegetable
desserts and
sauces,
candied
vegetables)
other than
food category
4.2.2.5",350 mg/kg,numeric,188,156
951,Aspartame,4.2.2.6,"Vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds-
pulps and
preparations
(e.g vegetable
desserts and
sauces,
candied
vegetables)
other than
food category
4.2.2.5","1,000 mg/kg",numeric,191,156
962,Aspartame-,4.2.2.6,"Vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds-
pulps and
preparations
(e.g vegetable
desserts and
sauces,
candied
vegetables)
other than
food category
4.2.2.5",350 mg/kg,numeric,113,156
,BENZOATES,4.2.2.6,"Vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds-
pulps and
preparations
(e.g vegetable
desserts and
sauces,
candied
vegetables)
other than
food category
4.2.2.5","3,000 mg/kg",numeric,13,156
133,Brilliant blue,4.2.2.6,"Vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds-
pulps and
preparations
(e.g vegetable
desserts and
sauces,
candied
vegetables)
other than
food category
4.2.2.5",100 mg/kg,numeric,92,156
150c,Caramel III -,4.2.2.6,"Vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds-
pulps and
preparations
(e.g vegetable
desserts and
sauces,
candied
vegetables)
other than
food category
4.2.2.5","50,000 mg/kg",numeric,,156
160a(ii),beta -,4.2.2.6,"Vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds-
pulps and
preparations
(e.g vegetable
desserts and
sauces,
candied
vegetables)
other than
food category
4.2.2.5","1,000 mg/kg",numeric,92,156
,CAROTENOI,4.2.2.6,"Vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds-
pulps and
preparations
(e.g vegetable
desserts and
sauces,
candied
vegetables)
other than
food category
4.2.2.5",50 mg/kg,numeric,92,156
,Chlorophylls,4.2.2.6,"Vegetables
(including
mushrooms
and fungi,
roots and
tubers,
pulses and
legumes, and
aloe vera) sea
weeds, nuts
and seeds-
pulps and
preparations
(e.g vegetable
desserts and
sauces,
candied
vegetables)
other than
food category
4.2.2.5",100 mg/kg,numeric,"62, 92",156
472e,Diacetyltartaric,,,"2,500 mg/kg",numeric,,157
,ETHYLENE,,,80 mg/kg,numeric,21,157
163(ii),Grape skin,,,100 mg/kg,numeric,"92, 181",157
,HYDROXYB,,,"1,000 mg/kg",numeric,27,157
132,Indigotine,,,100 mg/kg,numeric,92,157
961,Neotame,,,33 mg/kg,numeric,,157
,PHOSPHATE,,,"2,200 mg/kg",numeric,33,157
900a,Polydimethylsi,,,50 mg/kg,numeric,,157
,POLYSORBA,,,"3,000 mg/kg",numeric,,157
477,Propylene,,,"5,000 mg/kg",numeric,,157
,RIBOFLAVI,,,300 mg/kg,numeric,92,157
,SACCHARIN,,,200 mg/kg,numeric,,157
,SORBATES,,,"1,000 mg/kg",numeric,42,158
960,Steviol,,,165 mg/kg,numeric,26,158
955,Sucralose,,,400 mg/kg,numeric,,158
474,Sucroglyceride,,,"5,000 mg/kg",numeric,,158
,SULFITES,,,300 mg/kg,numeric,"44, 205",158
110,Sunset yellow,,,50 mg/kg,numeric,92,158
951,Aspartame,4.2.2.7,Fermented,"2,500 mg/kg",numeric,191,158
950,Acesulfame,4.2.2.7,Fermented,"1,000 mg/kg",numeric,188,158
,BENZOATES,4.2.2.7,Fermented,"1,000 mg/kg",numeric,13,158
133,Brilliant blue,4.2.2.7,roots and,100 mg/kg,numeric,92,158
,CAROTENOI,4.2.2.7,"and legumes,",50 mg/kg,numeric,92,158
634,Calcium 5'-,4.2.2.7,and seaweed,GMP,gmp,279,158
170(i),Calcium,4.2.2.7,excluding,GMP,gmp,279,158
509,Calcium,4.2.2.7,soybean,GMP,gmp,279,158
327,Calcium lactate,4.2.2.7,food,"10,000 mg/kg",numeric,,158
170,Calcium,4.2.2.7,categories,GMP,gmp,,158
227,Calcium,4.2.2.7,categories,500 mg/kg,numeric,,158
330,Citric acid,,,GMP,gmp,,159
,CHLOROPH,,,100 mg/kg,numeric,62,159
150c,Caramel III -,,,"50,000 mg/kg",numeric,,159
160a(ii),"beta-Carotenes,",,,"1,000 mg/kg",numeric,,159
472e,Diacetyltartaric,,,"2,500 mg/kg",numeric,,159
,ETHYLENE,,,250 mg/kg,numeric,21,159
127,Erythrosine,,,30 mg/kg,numeric,,159
143,Fast green FCF,,,100 mg/kg,numeric,,159
163(ii),Grape skin,,,100 mg/kg,numeric,181,159
,HYDROXYB,,,300 mg/kg,numeric,27,159
132,Indigotine,,,100 mg/kg,numeric,,159
296,Malic acid,,,GMP,gmp,,160
961,Neotame,,,33 mg/kg,numeric,,160
,PHOSPHATE,,,"2,200 mg/kg",numeric,33,160
900a,Polydimethylsi,,,10 mg/kg,numeric,,160
124,Ponceau 4R,,,100 mg/kg,numeric,,160
,RIBOFLAVI,,,500 mg/kg,numeric,,160
,SACCHARIN,,,200 mg/kg,numeric,,160
,SORBATES,,,"1,000 mg/kg",numeric,42,160
,SULFITES,,,500 mg/kg,numeric,44,160
955,Sucralose,,,580 mg/kg,numeric,,160
110,Sunset yellow,,,100 mg/kg,numeric,92,160
960,Steviol,,,200 mg/kg,numeric,26,160
951,Aspartame,4.2.2.8,Cooked or,"1,000 mg/kg",numeric,,160
,Benzoates,4.2.2.8,fried,"1,000 mg/kg",numeric,13,160
334,L-Tartaric acid,4.2.2.8,vegetables,GMP,gmp,,160
,Chlorophylls,4.2.2.8,(including,100 mg/kg,numeric,,160
150c,Caramel III -,4.2.2.8,"and legumes,","50,000 mg/kg",numeric,,160
100,Curcumin,,,GMP,gmp,,161
472e,Diacetyltartaric,,,"2,500 mg/kg",numeric,,161
,ETHYLENE,,,250 mg/kg,numeric,21,161
961,Neotame,,,33 mg/kg,numeric,,161
,PHOSPHATE,,,"2,200 mg/kg",numeric,"33, 76",161
,SACCHARIN,,,160 mg/kg,numeric,144,161
,SORBATES,,,"1,000 mg/kg",numeric,"42,221",161
955,Sucralose,,,150 mg/kg,numeric,141,161
960,Steviol,,,40 mg/kg,numeric,26,161
